clean_txt,Intencion
desea pagar el estado de la cuenta de cheques con tarjeta,Cat_342
anoche fuimos al cajero automatico y nos robaron con mi esposo y queria saber como se reportaba el procedimiento,Cat_265
quiero cambiar los puntos del super club,Cat_322
sacar caja guardar pesos,Cat_39
por que no se debitaron mis servicios,Cat_129
querer bajo el paquete de oro infinito,Cat_41
necesito rama principal,Cat_100
olvide la contrasena,Cat_1
no tengo una cuenta puedo hacer que un termino fijo sea el mismo,Cat_181
como puedo obtener los gastos de debito de mi tarjeta de credito cargados en mi caja de ahorros,Cat_345
que salario debo tener para comprar un departamento,Cat_251
como funciona el termino fijo,Cat_183
cuales son las condiciones de la super miercoles mujer,Cat_311
no puedo obtener los movimientos durante mas tiempo que los dias anteriores,Cat_50
desde cuando esta disponible la ultima edicion de mis existencias,Cat_67
banca en casa bloqueada,Cat_1
quiero verificar el pago de mi tarjeta,Cat_279
puedes alquilar una caja fuerte,Cat_92
cuanto dinero se puede transferir por dia,Cat_83
quiero ingresar a la superlinea por telefono y constantemente me indica el documento incorrecto,Cat_147
donde llamo para obtener la tarjeta bancaria,Cat_337
como solicito un pin para usar y extraer con mi tarjeta visa,Cat_288
quiero cambiar mis puntos por un producto pero no es suficiente puedo agregar plata,Cat_322
homebanking no me permite hacer una transferencia,Cat_80
quiero averiguar para un debito automatico,Cat_87
que llamar para saber cuanto tengo que pagar por un credito,Cat_239
quiero entrar a casa para ver mi resumen,Cat_138
necesito reemplazar mi tarjeta debido al deterioro,Cat_316
eliminar cuenta de homebanking,Cat_41
estoy tratando de obtener la clave de banca en casa pero al final me pide un codigo y no se que es,Cat_1
quiero tarjeta santander,Cat_337
no me envian mas resumen de la tarjeta de visa,Cat_138
mientras activo el sobregiro de mi cuenta salarial,Cat_57
en cuanto tiempo se acredita una transferencia,Cat_77
cual es el porcentaje de mi salario comprometido en un prestamo de compromiso,Cat_249
consultar debito no entiendo,Cat_115
como cancelaste una compra,Cat_281
cambiar error de salida de usuario,Cat_1
en que estado esta el proceso de mi tarjeta,Cat_118
llega el resumen pero no el detalle del pago minimo,Cat_351
cuanto cuestan las extracciones usd,Cat_96
el dia que no se me adeuda la cuenta de aysa por no tener fondos entonces no lo visualiza para pagar ni me lo debito cuando tenia fondos ese mismo dia,Cat_129
no puedo encontrar cuanto es el pago minimo,Cat_351
tengo que hacer algo una vez que solicite el plan de anticipo,Cat_339
pague por adelantado la tarjeta de visa y olvide hacer el debito de suspension cobro otra vez en la fecha,Cat_350
intento pagar el abl del agip y no aparece en los servicios como puedo hacerlo,Cat_130
si quiero obtener un prestamo para una casa prefabricada cuanto me daran,Cat_214
quiero verificar mi tenencia,Cat_67
queria cambiar puntos en el despegue de la transaccion no se llevo a cabo pero los puntos se descontaron,Cat_328
necesito transferir dolares a mi caja de ahorros en pesos,Cat_166
limite de tarjeta de credito,Cat_303
necesito saber como cargar la documentacion en el desarrollo urbano,Cat_200
como buscar servicio,Cat_132
no puedo seguir pagando el number y quiero darme de baja,Cat_280
comision mensual anual mujeres,Cat_357
cambiar contrasena de banca en linea,Cat_1
que hay del number mas de puntos en cualquier consumo con el amex,Cat_311
hoy recibi la tarjeta de debito dorada y queria saber si se puede usar,Cat_301
quiero obtener la visa del banco,Cat_337
desde donde se cancela el dia de la obra social,Cat_292
tengo una cuenta abierta y no se de que sucursal se trata,Cat_100
requisitos del paquete negro,Cat_40
me gustaria saber si hay algun pedido generado esta semana a mi nombre por transferencia de fondos desde el extranjero,Cat_33
no puedo iniciar sesion en la aplicacion del telefono celular,Cat_117
diferencias entre la procreacion de su propia casa y las uvas de super prestamo,Cat_202
desea informar autorizar tarjeta de credito,Cat_112
estan abiertos manana por desempleo,Cat_114
olvida la tecla numerica,Cat_1
quiero obtener la tarjeta nova,Cat_306
cancelar consumo duplicar tarjeta de debito,Cat_112
como aplico para procrear,Cat_200
cuales son los requisitos para cobrar una transferencia internacional,Cat_32
me enviaron la chequera a la sucursal equivocada,Cat_46
hasta cuantas cuotas puede solicitar el prestamo hipotecario,Cat_242
de que depende cer,Cat_107
mi consulta se debe a que los puntos del superclub no se cargan desde el,Cat_325
quiero restablecer la contrasena de banelco,Cat_288
para saber cuanto dinero tiene disponible mi tarjeta,Cat_303
quiero que la papeleta no me llegue mas,Cat_138
como cargar telefonos celulares,Cat_132
cual es el porcentaje de financiamiento maximo del prestamo superlateral,Cat_245
mis productos con el banco estan activos,Cat_61
necesario para confirmar si el pago de resumen fue cobrado o no,Cat_279
querer saber cuanto pagar con tarjeta,Cat_342
si me atraso con la tarifa del prestamo personal que sucede,Cat_240
bajo cuenta,Cat_41
mi casa se inundo tengo cobertura,Cat_265
queria obtener una tarjeta de credito,Cat_337
eres un asistente virtual,Cat_26
cuando el reemplazo de mi tarjeta de debito llegue a la sucursal,Cat_293
cual es el banco del santander rio bank,Cat_105
aparece generar cuenta de pago afip,Cat_129
en el plazo fijo tradicional la cantidad va de pesos,Cat_183
mas informacion para agregar servicios al debito automatico,Cat_132
queria saber sobre el sorteo,Cat_143
existe una edad minima para solicitar el prestamo,Cat_248
intentaron ingresar la direccion y rompieron la cerradura que me cubre,Cat_265
quiero crear una cuenta salarial,Cat_72
necesito saber el consumo de este mes,Cat_355
quiero saber si tengo un credito preaprobado,Cat_223
sirve los creditos para el prefabricado,Cat_214
cual es el costo mensual de la tarjeta de debito,Cat_96
no puedo encontrar el enlace para cancelar mi cuenta super,Cat_41
quiero registrar una tarjeta visa bank rio,Cat_337
puedes administrar un prestamo en linea,Cat_223
que debo presentar para agregar un copropietario a la cuenta,Cat_38
duda comision banco de cobro,Cat_96
cuanto dura un prestamo hipotecario,Cat_243
como puedo eliminar una tarjeta adicional de la aplicacion,Cat_338
tengo un servicio que me fue cargado dos veces y quiero revertir uno de esos pagos,Cat_129
no tengo una cuenta bancaria ya que pago la tarjeta,Cat_342
telefono rama flores,Cat_91
cuotas de mi tarjeta de credito,Cat_303
necesito solicitar la reimpresion de la tarjeta de debito,Cat_316
me enviaron dos visas de plastico identicas y dos de plastico amex identicas,Cat_309
extender la cantidad de extraccion,Cat_287
no puedo abrir la aplicacion en mi telefono celular,Cat_117
como puedo subirlo desde la banca local,Cat_132
ya no tengo la tarjeta como cancelo la suscripcion a correos electronicos,Cat_125
necesito ver el consumo de las tarjetas adicionales,Cat_355
quiero tener una tarjeta de debito,Cat_39
caja de ahorros abierta recibe salario,Cat_39
cuenta de costo,Cat_96
me enviaron un deposito y no viene,Cat_109
como generar mi contrasena de cajero,Cat_288
cuanto es el de un plazo fijo por mes,Cat_183
queria consultar un debito automatico que no se realizo,Cat_129
quiero pagar mi tarjeta hipotecaria a traves de mi tarjeta de debito santander,Cat_132
como se si puedo acceder a los creditos para comprar un automovil,Cat_248
el cajero no me dio el dinero que puedo hacer,Cat_297
pasame un numero de telefono para llamarlos,Cat_147
quiero hacer una transferencia,Cat_83
como puedo solicitar un compromiso para un automovil usado,Cat_223
puedo cargar la tarjeta,Cat_132
me atrajo la procreacion me gustaria saber como continua el proceso del prestamo hipotecario,Cat_223
ayer tuve una deuda con el banco hoy hice el deposito de parte de ella recibi un telegrama del banco,Cat_193
necesito saber cuando cancelaran el pago de los permisos que expiraron el,Cat_172
necesito un numero de visa,Cat_147
necesito configurar una cuenta en el banco,Cat_39
por un periodo fijo de dias como lo hago,Cat_181
queria saber cuando cobran el pago con tarjeta,Cat_279
ok adios,Cat_7
retirar dinero con tarjeta de debito,Cat_287
como puedo saber cuanto tengo que pagar por el credito de uva,Cat_239
cuanto tiempo se tarda en acreditar la venta de bonos en la cuenta,Cat_161
que debo hacer para depositar en la cuenta salarial,Cat_72
como activar iu,Cat_140
cuanto tiempo demora mi tarjeta en el pago tardio,Cat_349
no me enviaron el cheque por perdida,Cat_270
para saber si puedo acceder a una cuenta,Cat_39
queria preguntarle sobre el codigo de letra utilizado en el cajero automatico para los retiros se puede cambiar porque no puedo recordarla,Cat_288
como se ajusta el prestamo hipotecario puedes darme un ejemplo,Cat_229
como aumento la cantidad asegurada de incendios en mi hogar,Cat_268
ahorro extranjero,Cat_39
como puedo obtener el anticipo,Cat_56
quiero pedir un prestamo pero estoy en la verdad puedo,Cat_244
el nombre de mi tarjeta no es correcto que podria estar pasando,Cat_315
hay cargos por recibir una transferencia internacional,Cat_31
no tengo deudas pero la tarjeta no se puede usar,Cat_286
puedes pedir un prestamo siendo monotributista,Cat_248
quisiera saber cuando se me reembolsara el limite de la tarjeta ¬ ¬ π,Cat_314
estoy viajando y me robaron mis tarjetas de credito,Cat_294
quiero solicitar un paquete,Cat_39
como puedo enviar un correo electronico al banco,Cat_29
rescatar otra rama,Cat_318
como puedo generar un pin y activar mi tarjeta de debito visa,Cat_288
como cancelo mi deuda,Cat_192
como puedo ver una simulacion de prestamo,Cat_251
usted proporciona un numero de llamada pago de productos vencidos,Cat_194
estoy a punto de recibir una transferencia de los estados unidos hay algo que deba hacer,Cat_32
que debo hacer para procesar una cuenta corriente,Cat_39
recibi la tarjeta y no la solicite,Cat_310
no manejo los cheques que tengo que hacer,Cat_49
este dia ya me he dado de baja y todavia me parece,Cat_292
me envias el talonario de cheques a mi direccion,Cat_45
necesitaba hacer el cambio de un producto que me enviaron pero parece que vino de fabrica,Cat_329
me piden que retire dinero para extracash,Cat_296
como debo darme de baja de mi tarjeta de debito santander,Cat_41
puedes averiguar si me enviaron la tarjeta,Cat_293
solicitar copia resumida con afip de debito automatico,Cat_138
cobrar reemplazo adicional no solicitar,Cat_97
beneficios de playa pinamar,Cat_311
tengo un cheque en euros como puedo cobrarlo,Cat_30
no deposite las acciones que vendimos,Cat_153
y si quisiera entrar en un plan v,Cat_308
donde entro para hacer una simulacion del prestamo,Cat_251
imprimir cupon pagar tarjeta de rapipago,Cat_342
necesito refinanciar un prestamo personal vencido,Cat_120
queria establecer que perdi un cheque en un robo,Cat_48
porque no cancelaron mi cuenta si ya la pedi,Cat_41
como se si califico para solicitar un prestamo personal,Cat_248
lo que se necesita para obtener una caja de ahorro en pesos,Cat_39
dan prestamos a quienes no son la verdad,Cat_244
creo que perdi un cheque,Cat_48
como compartir la cuenta con un nuevo propietario,Cat_38
cual es el limite de edad para el prestamo hipotecario,Cat_248
intento comprar bonos nominales de aa y me es imposible hacerlo desde la banca en linea,Cat_157
pedi el cambio de sucursal y no lo veo reflejado,Cat_66
reemplazo por robo de tarjetas,Cat_294
preguntas de seguridad donde se editan,Cat_103
necesito cambiar el dia de entrega de la tarjeta,Cat_318
creo que complete la informacion de un cheque incorrectamente,Cat_43
todavia estoy esperando que llegue la tarjeta a mi direccion,Cat_293
quiero cancelar este seguro de vida de saldo deudor,Cat_319
a que numero puedo llamar para comunicarme desde adentro para obtener informacion,Cat_147
no sabia que asignaban asientos al azar necesito cambiar de lugar para los boletos que canjee,Cat_324
habia cancelado el seguro pero continuan cobrandome,Cat_263
puedes echarme una mano con el comercio exterior,Cat_36
necesito hacer un plan de pago para la tarjeta visa,Cat_308
cuanta plata tarjeta disponible,Cat_303
tarjeta de credito visa cifra retiro anticipado imposible banco permitir sumo,Cat_112
como elimino un sobregiro,Cat_56
necesito saber como se puede depositar dinero extranjero en mi cuenta,Cat_32
necesitaria un resumen de los terminos fijos establecidos y los ingresos generados por mi para hacer la presentacion de las ganancias en ingresos financieros,Cat_137
pierdo las millas que gane por no usarlas,Cat_274
como se puede solicitar la tarjeta sin contacto,Cat_291
me gustaria saber acerca de un prestamo a plazos como cliente del banco,Cat_251
programa de monto de tarjeta de credito de debito,Cat_38
cual es el monto minimo y maximo al que puedo acceder para el credito,Cat_236
si hago un deposito ahora cuando se me acreditara,Cat_109
recibir transferencia individual,Cat_83
traslados por hora,Cat_83
que debo hacer cuando encuentro una propiedad para el prestamo hipotecario,Cat_241
es un fideicomiso elegible para solicitar un prestamo hipotecario,Cat_228
el plazo fijo expira manana podria ser que un dia antes no aparezca,Cat_185
puedo obtener dinero en la cafeteria del trabajo,Cat_149
quiero saber cuanto es mi deuda,Cat_99
tengo un seguro ya contratado por varios anos y quiero saber como puedo verlo desde mi banco local,Cat_271
proceso de tarjeta de credito visa,Cat_337
problema de retiro de cajero,Cat_297
hacer debito costero,Cat_129
los reembolsos de los pagos de los servicios cuando se reembolsan,Cat_312
puedo revertir un canje de puntos de superclub si aun no he recibido el regalo,Cat_331
desde que me mude y no cambio la direccion,Cat_103
simulacion de credito,Cat_251
tengo una llamada perdida,Cat_146
designacion de escriba,Cat_207
quiero trabajar contigo,Cat_102
cual es el monto maximo que otorgan el prestamo,Cat_236
el reemplazo de la tarjeta de pase de prioridad no se resolvio por meses,Cat_316
olvide mi contrasena,Cat_1
como le pago al maestro por autoservicio,Cat_342
restaurante promocion reembolso,Cat_312
puedo solicitar un prestamo hipotecario para remodelar mi casa,Cat_228
estoy tratando de activar y agregar mas paises de uso a mi tarjeta de debito a traves de homebanking,Cat_304
necesito aprobar una compra,Cat_283
puedo revertir una transferencia porque tuve un error,Cat_82
si puedo pasar a cobrar la asignacion universal x nino,Cat_37
como veo la factura de mi tarjeta,Cat_138
el pedido del superclub aun no ha llegado,Cat_326
me enviaron un correo electronico para procrear informandome que ya que podia acceder a las nuevas condiciones del prestamo hipotecario de la siguiente manera,Cat_223
necesito un prestamo urgente pero no soy un cliente actual,Cat_248
que tengo que hacer para tener la tarjeta nova,Cat_306
donde debo ir para solicitar un prestamo,Cat_223
quiero hacer una inversion super fondo,Cat_176
deja de llamarme todos los dias entre la manana sin parar no quiero ningun seguro,Cat_136
cual es el costo mensual de la tarjeta de debito,Cat_96
solicitar tarjeta de debito,Cat_39
querer pagar con tarjeta de cuenta otro banco,Cat_342
puedo depositar por cajero automatico en mi cuenta en dolares,Cat_110
quiero obtener una tarjeta de credito,Cat_337
necesito un bono de mantenimiento de cuenta gratuito,Cat_73
ahora no se si soy selecto,Cat_142
como funcionan los puntos aa,Cat_277
necesito un credito para comprar uno usado,Cat_225
cuales son los requisitos para recibir una transferencia desde el extranjero,Cat_32
quiero solicitar un paquete,Cat_39
quiero solicitar tarjeta de debito,Cat_39
estoy interesado en solicitar una tarjeta de credito,Cat_337
me enviaron euros desde espana y no los recibi,Cat_33
por que no me dejan cancelar la cuenta,Cat_41
donde informo la ventaja de mi numero de viajero frecuente,Cat_278
quiero unir ventaja,Cat_299
como se cuando llegara la tarjeta recargable que solicite,Cat_293
el monto del pago de gas no es el mismo que aparece en la factura en papel,Cat_129
tarjeta de metrogas,Cat_132
seguimiento de tarjetas,Cat_293
donde verifico mis millas,Cat_275
necesito cambiar la rama de destino de la extension que solicite,Cat_318
para llenar el credito procrear,Cat_200
monto maximo de transferencia bancaria,Cat_83
necesito saber como puedo pagar el iibb desde la ciudad de buenos aires,Cat_132
que requisitos solicitan para sacar una hipoteca,Cat_248
para sacar un prestamo,Cat_223
necesito mis ultimos resumenes,Cat_138
quiero cambiar mi tarjeta por credito,Cat_322
en la tarjeta de credito visa hay retiros por adelantado lo cual es imposible porque el banco solo permite una suma por dia,Cat_112
podrias contarme mas sobre la licitacion de leche,Cat_157
promocion de reembolso de devolucion,Cat_312
robaron mi casa que he asegurado,Cat_265
puede explicar un elemento del resumen de la cuenta,Cat_115
es necesario ir personalmente a la sucursal para traer los documentos presentados en linea para el prestamo hipotecario,Cat_212
estaba canjeando con la aplicacion y estaba etiquetada justo cuando estaba canjeando,Cat_328
queria saber para obtener un prestamo,Cat_225
la tarifa de mantenimiento de la cuenta se debito dos veces,Cat_97
necesito confirmar el estado de la suscripcion de movieclub,Cat_280
pasaron mi tarjeta de debito dos veces me cobraron cuando la cancelo,Cat_112
quiero cambiar el monto automatico de la tarjeta de debito,Cat_345
cual es el costo de la escritura de un prestamo hipotecario cubre el banco alguno,Cat_210
prestamo simulado,Cat_251
pin lock en el cajero,Cat_288
queria cancelar la cuenta,Cat_41
puedo elegir el escriba,Cat_207
quiero saber si puedo rescatar el dinero que tengo en fci normalmente,Cat_172
le gustaria conocer los creditos hipotecarios para clientes del banco que recaudan sus activos,Cat_225
cual es la variacion del cer,Cat_107
conoce el plan de asistencia en el extranjero,Cat_282
como hago un pin bleach,Cat_288
quiero que me envies la prueba de la politica,Cat_266
quiero cancelar mis tarjetas,Cat_338
consumo aparece hacer tarjeta de credito peso dolar,Cat_112
necesito elevar la tasa de interes del plazo fijo,Cat_184
quiero ampliar mi margen diario,Cat_302
soy emprendedora y me gustaria saber mas sobre los cursos de capacitacion y acompanamiento para mujeres que ofrece el banco,Cat_357
porque no veo cuanto dinero tengo en un fondo,Cat_172
recibi un correo electronico informandome sobre la disponibilidad de un credito abierto cuanto es,Cat_198
con tarjeta de debito visa obtienes puntos,Cat_323
mi servicio de electricidad no me fue cargado,Cat_129
eliminacion sin tarjeta,Cat_295
si cambio la casa durante el prestamo por otra de mayor valor me daran mas dinero,Cat_255
quiero comunicarme con la sucursal cervino,Cat_91
custodia de divisas,Cat_165
seguro de hogar servicios a domicilio donde contactar,Cat_265
olvidar la llave de mi tarjeta,Cat_288
que diferencia hay entre uvas y uvis,Cat_108
que es el seguro de robo de cajero automatico,Cat_261
como consigo la tarjeta,Cat_337
quiero saber mi numero de cuenta no recuerdo,Cat_68
quiero agregar mas limite a mi mastercard,Cat_302
quiero bloquear mi tarjeta de debito por robo,Cat_294
olvide la contrasena,Cat_1
son fijas las tasas de interes para la compra de viviendas,Cat_258
cual es el tiempo que tengo para presentar los documentos de la casa una vez que se aprueba el prestamo hipotecario,Cat_206
no se me acredito el cheque que deposite,Cat_49
ampliar linea de credito,Cat_196
cheque robado,Cat_48
agregar pago afip,Cat_132
quiero consultar por un movimiento en mi cuenta,Cat_50
que es el seguro de saldo deudor,Cat_319
como hacer una transferencia,Cat_84
cambiar la cantidad de adhesion al servicio de gas,Cat_106
limite de credito de la tarjeta de credito de oro,Cat_303
cual es el numero de telefono para consultar sobre los prestamos hipotecarios de uva,Cat_225
tarjeta de pago ligero,Cat_132
donde puedo reclamar un consumo desconocido,Cat_112
queria saber si todavia tengo una cuenta,Cat_61
me gustaria saber como puedo cambiar mi cobertura de seguro,Cat_268
cual es el telefono para consultar por un prestamo hipotecario,Cat_225
necesito saber mi disponibilidad,Cat_303
existe un numero maximo de kilometros donde debe estar la propiedad para el prestamo hipotecario,Cat_211
en el lugar donde trabajo me informan que depositaron sus salarios el viernes pero debido a un retraso del banco todavia no parezco acreditado puedes confirmar esa informacion,Cat_62
me gustaria saber el precio de la accion de teco,Cat_168
comprar una casa donada,Cat_205
tengo tarjetas de oro que queria saber como podria hacer para actualizar a platino,Cat_40
limites de saldo de tarjeta,Cat_303
quiere costo de transferencia extranjera,Cat_31
generar una nueva contrasena,Cat_1
quiero cancelar esta politica,Cat_262
que significa la renovacion de capital,Cat_180
quiero refinar todas mis deudas,Cat_120
puedo sacar una hipoteca,Cat_223
programar servicio de factura de pago,Cat_129
estoy tratando de hacer una transferencia y me dice que anteriormente tengo que asociar mi numero de telefono pero no puedo encontrar donde esta,Cat_80
donde esta la sucursal de puerto madero,Cat_91
como cambio mi contrasena y nombre de usuario,Cat_1
que sucede si me atraso en la entrega del prestamo,Cat_240
quiero saber si tener una cuenta salarial puedo tener un prestamo,Cat_248
me gustaria saber cuando llegara mi tarjeta por correo,Cat_293
cual es el limite de cuota para solicitar un prestamo de compromiso,Cat_242
donde esta la chequera que solicite,Cat_45
estoy tratando de pedir mi contrasena pero dice lo siento intente nuevamente,Cat_1
hice el pago con tarjeta y el me pago los adicionales pero no el titular,Cat_342
eres fembot,Cat_27
como funcionan los debitos automaticos con tarjeta,Cat_106
no puedo ingresar para ver el estado de mi cuenta,Cat_117
ya pague el minimo de la tarjeta como pago las tarifas restantes,Cat_308
para reducir los costos de mantenimiento,Cat_73
olvide mi nombre de usuario,Cat_1
quiero extender el limite por viaje,Cat_302
tarjeta de financiamiento,Cat_308
que destino puedo dar el prestamo de compromiso,Cat_228
como consigo la mastercard,Cat_337
aconsejo que acredite la tarjeta,Cat_191
enviar curriculum,Cat_102
como me doy de baja de la caja de ahorros,Cat_41
como obtener un prestamo personal,Cat_223
quiero darme de baja la tarjeta de credito,Cat_338
caducar clave,Cat_1
puedo retirar dinero en todos los cajeros automaticos de banelco de forma gratuita,Cat_96
cuanto seria la tarifa si el prestamo es de,Cat_251
quien es el ganador del mes como puedo averiguarlo,Cat_144
como puedo extraer dolares de mi caja de ahorros,Cat_298
eres una super computadora,Cat_26
hay un correo electronico del banco para enviar una nota,Cat_29
donde puede consultar las millas de ventaja no puedo verlas,Cat_275
cancelar un intercambio de super club,Cat_331
alguna promo para el dia del padre,Cat_311
recargue credito de telefono celular por favor,Cat_132
quiero solicitar la reimpresion de debito,Cat_316
necesito averiguar sobre una deuda,Cat_99
pasos para hacer una transferencia,Cat_84
como puedo cambiar el codigo de mi tarjeta,Cat_288
me gustaria obtener la tarjeta de credito uade,Cat_359
que requisitos basicos debo cumplir para obtener estos creditos,Cat_248
quiero darme de baja esta cuenta porque ya no la uso,Cat_41
como elimino un pago de debito automatico,Cat_292
al ingresar a homebanking no me permite ver mis fondos mutuos en realidad me muestra que tengo usd number en algunos momentos y en otros que hay errores tecnicos que ingreso mas tarde,Cat_172
calendario partido pago,Cat_129
adherir metrogas al debito automatico hace dos meses no debitar el pago,Cat_129
la unica forma de pagar las compras en linea es con la tarjeta de credito,Cat_290
el auto que quiero comprar esta usado,Cat_228
como se cuando puedo gastar con mi tarjeta de credito,Cat_303
me gustaria saber si me cobran por mi caja de ahorros que fue por empresa,Cat_50
me estan cobrando los costos de renovacion de la tarjeta de credito y no es lo acordado,Cat_90
calcular prestamo,Cat_251
como hago el adelanto en efectivo de la tarjeta de credito visa,Cat_298
no puedo hacer la contrasena en linea para homebanking,Cat_1
donde esta mi chequera,Cat_45
fue programado para ser acreditado ayer pero no fue acreditado,Cat_77
necesito descargar el extracto bancario de todos los lugares donde lo descargo,Cat_138
cual es la diferencia entre invertir en bonos y acciones,Cat_178
he conectado el telefono celular a la tarjeta de debito pero durante meses no se ha cargado,Cat_129
donde presento la documentacion del prestamo personal,Cat_247
hay un descuento para jubilados en santander en farmacias,Cat_311
si cambio mi sucursal debo notificar a la sede,Cat_65
no puedo generar la clave para la pagina,Cat_1
agregar metrogas a la tarjeta,Cat_132
hacer un pago reciente en la tarjeta amex queria saber por que no esta en el resumen,Cat_279
motivar poco disponible comprar visa,Cat_303
pasame los telefonos bancarios,Cat_147
obtener tarjeta de debito,Cat_39
cuanto es el mantenimiento de la cuenta para estudiantes universitarios,Cat_359
ver limite de compra,Cat_303
me gustaria saber como hacer un plan de pago para mis tarjetas de credito,Cat_308
pago movistar,Cat_132
cual es la cantidad maxima de pesos que se pueden transferir por dia,Cat_83
beneficios del hotel,Cat_311
quiero que me devuelvan el mantenimiento de la cuenta que me cobran cada mes y tengo un descuento,Cat_90
pedi una tarjeta para saber donde esta,Cat_293
no recuerdo mi numero de cuenta,Cat_68
reemplazo de la tarjeta debido a danos en la banda magnetica,Cat_316
quiero saber cuando me dan el premio que acabo de canjear,Cat_326
no quiero renovar un plazo fijo,Cat_180
cual es el capital maximo que me concedes,Cat_236
como saber el numero de sucursal,Cat_91
el cajero me chupo la tarjeta,Cat_294
cuando anuncian las promociones del dia del padre,Cat_311
dejar enviar politica direccion incorrecta,Cat_267
quiero darme de baja de esta politica no lo solicite,Cat_264
comprame carbocloro nominal,Cat_151
no poder continuar manteniendo la cuenta que desea cerrar la cuenta,Cat_41
cuando se publican los ganadores de los premios semanales y donde se publican,Cat_144
proteccion masculina,Cat_261
donde hago reclamos super club,Cat_135
tecla de bloqueo obtener,Cat_1
he estado tratando de pagarles a nuestros empleados durante mas de una hora y el sistema no lo permite,Cat_117
el cartero me dijo que era miercoles y que no vino hasta que tuve que esperarlo,Cat_317
quiero cambiar extraccion,Cat_287
quiero una tarjeta prepaga,Cat_313
quiero un prestamo de usd cual es el valor de cada cuota,Cat_251
me gustaria saber cuanto credito tiene mi tarjeta,Cat_303
me gustaria saber sobre las becas de convenio con universidades extranjeras,Cat_358
como se si la politica ya esta activa,Cat_265
costo de extraccion extranjera,Cat_96
necesito pedir prestado,Cat_223
quiero ingresar a la banca de mi casa,Cat_3
necesita transferencia,Cat_83
quiero contratar un seguro de gastos protegidos,Cat_261
un numero de telefono que me puede dar,Cat_147
no me deja pagar impuestos no me da la opcion de ingresar codigos de pago,Cat_129
quiero ampliar mi casa actual puedo solicitar un prestamo hipotecario,Cat_228
que es la asistencia de ike para clientes de santander,Cat_261
number de descuento en medicamentos para jubilados,Cat_311
domicilio legal casa central,Cat_105
me gustaria cancelar una compra,Cat_281
queria saber si adherir las cartas a la mujer pierdo los beneficios de la sorpresa,Cat_357
cargan en mi tarjeta de ahorro,Cat_345
me gustaria saber la tasa de interes por el retraso en el pago de la tarjeta de credito,Cat_349
recibi la tarjeta amex pero el nombre esta mal escrito,Cat_315
una cuenta me transfirio y no por que,Cat_55
antes de que me enviaran resumenes pero hace un tiempo no se lo que debo,Cat_138
cuales son los pasos a seguir despues de tener el prestamo hipotecario aprobado y la casa designada,Cat_241
como pagar internet,Cat_132
hay algun simulador de creditos,Cat_251
quiero cancelar el debito de parada,Cat_353
quiero extender la cobertura de mi poliza de automovil,Cat_268
en la localidad de resistencia donde hay una rama,Cat_91
quiere que la clave expire,Cat_1
seguro de seguridad procesan,Cat_261
necesito una promesa,Cat_223
por que estoy moviendo mi cuenta a otra sucursal,Cat_74
cual es el porcentaje maximo de financiamiento del prestamo de automovil,Cat_245
me gustaria solicitar la tarjeta,Cat_337
llegar tarjeta de debito sucursal,Cat_293
competencia,Cat_143
fue informar un pago,Cat_195
necesito saber que sucedio con el reemplazo de mi tarjeta de credito amex,Cat_293
quiero cambiar el correo,Cat_125
pagar adherir debito automatico,Cat_129
aviso de habilitacion de comision de cargo,Cat_125
porque todavia no me habian acreditado los montos cubiertos por la ley,Cat_58
necesito descargar mis resumenes,Cat_138
todavia no han cambiado mi direccion en la politica,Cat_267
para poder administrar la contrasena,Cat_1
un seguro de hogar que nunca saque y que se han cargado desde marzo,Cat_264
hay alguna noticia de mi reclamo ha pasado una semana,Cat_135
hay un descuento bancario,Cat_311
cuando completo la solicitud la barra de seguridad no se ejecuta a la derecha,Cat_4
tarjeta de metrogas,Cat_132
como es la cuota mensual de un prestamo de compromiso,Cat_219
necesito hacer una transferencia al extranjero para estudiar,Cat_36
el miercoles pasado me cai en la calle y se me rompio el pie el seguro funciona en dos escuelas,Cat_265
comprar un auto usado que recomiendas,Cat_237
es la tercera vez que recibo la tarjeta adicional que solicite mal escrita,Cat_315
cual es el costo de la cuenta,Cat_96
olvide la contrasena de mi banco y no puedo ingresar para ver mi saldo desde mi telefono celular,Cat_1
que requisitos son necesarios para acceder a procrear,Cat_248
hay algun telefono de contacto,Cat_147
como puedo solicitar un prestamo,Cat_223
darse de baja de la tarjeta de debito,Cat_41
darte una carta alta,Cat_337
cuanto tiempo tengo desde que mi prestamo hipotecario se aprueba previamente hasta la escritura,Cat_243
la visa de plastico donde la quito,Cat_293
agregar cuenta de debito automatica,Cat_132
quiero declarar un reclamo que tuve que hacer,Cat_265
me gustaria saber cual es el numero para verificar la cantidad que tengo en la tarjeta,Cat_303
me gustaria saber como debo hacer para digitalizar mi firma en el banco,Cat_94
necesito llamar al banco,Cat_147
cuanto tardan en habilitar las compras pendientes,Cat_343
queria reembolsar el pago duplicado de la tarjeta de pago,Cat_350
puedo convertir mi cuenta en cuenta de salario,Cat_72
el plastico expira en octubre y el nuevo aun no ha recibido,Cat_316
como puedo informar mi numero de socio de ventaja,Cat_278
queria saber como obtener un prestamo,Cat_223
quiero acceder al resumen de la cuenta desde la creacion de la misma y no limitarme a los ultimos meses,Cat_138
tuvieron que hacer un deposito y quiero saber si ya estaba hecho,Cat_50
